Test_Module,Test_Class,Depends_On_Class,Type
tika-translate,GoogleTranslatorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-translate,GoogleTranslatorTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-translate,CachedTranslatorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-translate,CachedTranslatorTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-translate,YandexTranslatorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-translate,YandexTranslatorTest.java,java.io.IOException,Static Dependency
tika-translate,YandexTranslatorTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-translate,YandexTranslatorTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-translate,MicrosoftTranslatorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-translate,MicrosoftTranslatorTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-translate,MarianTranslatorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-translate,MarianTranslatorTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-eval,ProfilerBatchTest.java,java.sql.SQLException,Static Dependency
tika-eval,ProfilerBatchTest.java,java.io.IOException,Static Dependency
tika-eval,ProfilerBatchTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-eval,ProfilerBatchTest.java,org.apache.tika.eval.app.db.H2Util,Static Dependency
tika-eval,ProfilerBatchTest.java,java.nio.file.Files,Static Dependency
tika-eval,ProfilerBatchTest.java,java.sql.Connection,Static Dependency
tika-eval,ProfilerBatchTest.java,org.junit.jupiter.api.AfterAll,Static Dependency
tika-eval,ProfilerBatchTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-eval,ProfilerBatchTest.java,java.sql.Statement,Static Dependency
tika-eval,ProfilerBatchTest.java,org.apache.tika.eval.app.db.TableInfo,Static Dependency
tika-eval,ProfilerBatchTest.java,java.util.ArrayList,Static Dependency
tika-eval,ProfilerBatchTest.java,java.nio.file.Paths,Static Dependency
tika-eval,ProfilerBatchTest.java,java.nio.file.Path,Static Dependency
tika-eval,ProfilerBatchTest.java,org.junit.jupiter.api.AfterEach,Static Dependency
tika-eval,ProfilerBatchTest.java,org.apache.commons.io.FileUtils,Static Dependency
tika-eval,ProfilerBatchTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-eval,ProfilerBatchTest.java,java.util.List,Static Dependency
tika-eval,ProfilerBatchTest.java,java.sql.ResultSet,Static Dependency
tika-eval,ProfilerBatchTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-eval,ProfilerBatchTest.java,org.apache.tika.eval.app.db.Cols,Static Dependency
tika-eval,AnalyzerManagerTest.java,org.apache.lucene.analysis.Analyzer,Static Dependency
tika-eval,AnalyzerManagerTest.java,org.apache.lucene.analysis.tokenattributes.CharTermAttribute,Static Dependency
tika-eval,AnalyzerManagerTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-eval,AnalyzerManagerTest.java,org.apache.tika.eval.core.tokens.AlphaIdeographFilterFactory,Static Dependency
