Project,Package,Class,Method,Smell,Description,Method start line no,File
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 160,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 169,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 171,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 192,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 193,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 207,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 208,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP5DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 255,60,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP5DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WPPrefixAreaExtractor,extract,Empty catch clause,The method has an empty catch block.,39,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WPPrefixAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WPPrefixAreaExtractor,extract,Magic Number,The method contains a magic number: 30,39,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WPPrefixAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WPPrefixAreaExtractor,extract,Magic Number,The method contains a magic number: 4,39,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WPPrefixAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WPPrefixAreaExtractor,extract,Magic Number,The method contains a magic number: 4,39,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WPPrefixAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WPDocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 4096,34,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WPDocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,QPWTextExtractor,extract,Long Statement,The length of the statement "throw new UnsupportedFormatException("Unsupported QuattroPro file format. " + "Looking for OLE entry \"" + OLE_DOCUMENT_NAME + "\". Found: "+ (rootNode == null ? "null" : rootNode.getEntryNames()));" is 198.,86,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/QPWTextExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Complex Method,Cyclomatic complexity of the method is 28,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 241,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 241,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 2,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 32,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 33,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 126,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 128,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 129,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 132,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 135,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 137,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 138,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 139,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 198,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 180,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 207,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
tika,org.apache.tika.parser.wordperfect,WP6DocumentAreaExtractor,extract,Magic Number,The method contains a magic number: 208,69,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/wordperfect/WP6DocumentAreaExtractor.java
